"filename", "language", "JavaScript", "JSON", "Markdown", "Shell Script", "YAML", "Batch", "Groovy", "Properties", "XML", "Objective-C", "C++", "Java", "JavaScript React", "comment", "blank", "total"
"/home/andryh/dev/repos/Zanysound/src/helpers/UserHelper.js", "JavaScript", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 105
"/home/andryh/dev/repos/Zanysound/src/helpers/WindowHelper.js", "JavaScript", 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22
"/home/andryh/dev/repos/Zanysound/src/helpers/YoutubeHelper.js", "JavaScript", 94, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16, 115
"/home/andryh/dev/repos/Zanysound/src/hooks/useActive.js", "JavaScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/home/andryh/dev/repos/Zanysound/src/hooks/useAdaptiveRender.js", "JavaScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/home/andryh/dev/repos/Zanysound/src/hooks/useEventListener.js", "JavaScript", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 20
"/home/andryh/dev/repos/Zanysound/src/hooks/useForceUpdate.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9
"/home/andryh/dev/repos/Zanysound/src/hooks/useHover.js", "JavaScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/home/andryh/dev/repos/Zanysound/src/hooks/useInput.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18
"/home/andryh/dev/repos/Zanysound/src/hooks/useStopPropagation.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/home/andryh/dev/repos/Zanysound/src/i18n/dictionary.json", "JSON", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"/home/andryh/dev/repos/Zanysound/src/i18n/index.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/README.md", "Markdown", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 165
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/__REACT_NATIVE_YTDL_CUSTOM_FILES__/README.md", "Markdown", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 165
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/__REACT_NATIVE_YTDL_CUSTOM_FILES__/index.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/__REACT_NATIVE_YTDL_CUSTOM_FILES__/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/m3u8stream/index.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 41
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/__REACT_NATIVE_YTDL_CUSTOM_FILES__/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/miniget/index.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 59
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/__REACT_NATIVE_YTDL_CUSTOM_FILES__/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/sax/index.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/__REACT_NATIVE_YTDL_CUSTOM_FILES__/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/sax/sax.js", "JavaScript", 1368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 131, 1562
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/__REACT_NATIVE_YTDL_CUSTOM_FILES__/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/timers/index.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/__REACT_NATIVE_YTDL_CUSTOM_FILES__/lib/index.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 97
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/jscodeshift_scripts/change_update_warning_transform.js", "JavaScript", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 25
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/jscodeshift_scripts/use_custom_module_implementations_transform.js", "JavaScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 9, 40
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/shell_scripts/apply_custom_implementations_to_temp_dir.sh", "Shell Script", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 13
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/shell_scripts/clean_temp_dir.sh", "Shell Script", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 5
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/shell_scripts/clone_node_ytdl_core_to_temp_dir.sh", "Shell Script", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 24
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/shell_scripts/copy_patches_from_temp_dir_to_project_root.sh", "Shell Script", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/__AUTO_PATCHER__/shell_scripts/copy_patches_from_temp_dir_to_test_app.sh", "Shell Script", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 4
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/index.js", "JavaScript", 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/m3u8stream/index.js", "JavaScript", 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 41
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/miniget/index.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 11, 59
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/sax/index.js", "JavaScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/sax/sax.js", "JavaScript", 1368, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 63, 131, 1562
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/timers/index.js", "JavaScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 13
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/.github/workflows/node-4+.yml", "YAML", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 57
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/.github/workflows/node-iojs.yml", "YAML", 0, 0, 0, 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 59
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/.github/workflows/node-pretest.yml", "YAML", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/.github/workflows/node-zero.yml", "YAML", 0, 0, 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 64
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/.github/workflows/rebase.yml", "YAML", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 16
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/.github/workflows/require-allow-edits.yml", "YAML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 13
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/.travis.yml", "YAML", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/.zuul.yml", "YAML", 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/README.md", "Markdown", 0, 0, 69, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 109
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/package.json", "JSON", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/test.js", "JavaScript", 1764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 165, 129, 2058
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/url.js", "JavaScript", 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 81, 775
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/__REACT_NATIVE_YTDL_CUSTOM_MODULES__/urllib/util.js", "JavaScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 17
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/cache.js", "JavaScript", 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 55
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/format-utils.js", "JavaScript", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 33, 231
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/formats.js", "JavaScript", 446, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 76, 525
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/index.js", "JavaScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 19, 97
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/info-extras.js", "JavaScript", 207, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 20, 268
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/info.js", "JavaScript", 480, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 44, 606
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/sig.js", "JavaScript", 166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 26, 253
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/url-utils.js", "JavaScript", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 9, 92
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/lib/utils.js", "JavaScript", 95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 20, 159
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/package-lock.json", "JSON", 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 28
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/package.json", "JSON", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 41
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/react_native_ytdl_test_app/.eslintrc.js", "JavaScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/react_native_ytdl_test_app/.prettierrc.js", "JavaScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/react_native_ytdl_test_app/.watchmanconfig", "JSON", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/react_native_ytdl_test_app/App.js", "JavaScript", 215, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 26, 265
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/react_native_ytdl_test_app/__tests__/App-test.js", "JavaScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 4, 15
"/home/andryh/dev/repos/Zanysound/src/lib/ytdl/react_native_ytdl_test_app/android/app/build.gradle", "Groovy", 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 0, 111, 23, 226
